,Image path,Directory,Class ID,Class name
5388,SAB/425_SAB_56_Nexus 5_20170615_135719_7.jpg,SAB,21,_Abies balsamea_
1306,CHR/58_CHR_107_Nexus 5_20170906_095604_2.jpg,CHR,2,_Quercus rubra_
22127,MEL/847_MEL_86_GalaxyS5_20170706_112438_20.jpg,MEL,12,_Larix laricina_
3817,FRA/247_FRA_106_Nexus 5_20170804_095741_5.jpg,FRA,10,_Fraxinus americana_
17190,EPN/721_EPN_83_GalaxyS5_20170622_110803_12.jpg,EPN,4,_Picea mariana_
20127,EPO/153_EPO_86_Nexus 5_20170921_155056_16.jpg,EPO,5,_Picea abies_
4239,FRA/602_FRA_59_GalaxyS5_20170607_144712_2.jpg,FRA,10,_Fraxinus americana_
23513,MEL/879_MEL_124_GalaxyS5_20170706_123119_3.jpg,MEL,12,_Larix laricina_
10771,ERR/573_ERR_39_GalaxyS7_20170607_152647_33.jpg,ERR,8,_Acer rubrum_
1105,CHR/42_CHR_153_Nexus 5_20170608_090354_16.jpg,CHR,2,_Quercus rubra_
12651,ORA/302_ORA_325_Nexus 5_20170810_124200_21.jpg,ORA,13,_Ulmus americana_
18793,HEG/614_HEG_109_GalaxyS7_20170916_155819_3.jpg,HEG,11,_Fagus grandifolia_
105,CHR/502_CHR_79_GalaxyS7_20170916_161456_9.jpg,CHR,2,_Quercus rubra_
1684,CHR/677_CHR_110_GalaxyS5_20170713_101445_11.jpg,CHR,2,_Quercus rubra_
5056,SAB/634_SAB_54_GalaxyS5_20170607_153441_7.jpg,SAB,21,_Abies balsamea_
4284,FRA/249_FRA_143_Nexus 5_20170804_100320_14.jpg,FRA,10,_Fraxinus americana_
17287,EPN/701_EPN_105_GalaxyS5_20170622_101302_19.jpg,EPN,4,_Picea mariana_
11551,ERR/569_ERR_91_GalaxyS5_20170607_142443_35.jpg,ERR,8,_Acer rubrum_
14967,PIB/316_PIB_90_Nexus 5_20170608_093736_19.jpg,PIB,17,_Pinus strobus_
8575,BOP/663_BOP_61_GalaxyS5_20170615_114305_43.jpg,BOP,1,_Betula papyrifera_
17305,EPN/700_EPN_69_GalaxyS5_20170622_101037_54.jpg,EPN,4,_Picea mariana_
3981,FRA/252_FRA_122_Nexus 5_20170804_100603_6.jpg,FRA,10,_Fraxinus americana_
188,CHR/527_CHR_124_GalaxyS7_20170918_115947_21.jpg,CHR,2,_Quercus rubra_
6255,BOJ/460_BOJ_89_GalaxyS5_20170607_144947_45.jpg,BOJ,0,_Betula alleghaniensis_
6992,PRU/403_PRU_77_Nexus 5_20170906_092646_5.jpg,PRU,20,_Tsuga canadensis_
23147,MEL/873_MEL_114_GalaxyS5_20170706_121410_9.jpg,MEL,12,_Larix laricina_
15844,PIB/319_PIB_90_Nexus 5_20170615_123306_16.jpg,PIB,17,_Pinus strobus_
13521,ERS/227_ERS_141_Nexus 5_20170804_093744_12.jpg,ERS,9,_Acer saccharum_
774,CHR/679_CHR_154_GalaxyS5_20170713_103043_11.jpg,CHR,2,_Quercus rubra_
7245,PRU/395_PRU_72_Nexus 5_20170906_091528_8.jpg,PRU,20,_Tsuga canadensis_
15148,PIB/329_PIB_98_Nexus 5_20170615_124955_14.jpg,PIB,17,_Pinus strobus_
14161,ERS/598_ERS_71_GalaxyS7_20170607_151119_21.jpg,ERS,9,_Acer saccharum_
14747,ERS/588_ERS_86_GalaxyS7_20170920_170455_12.jpg,ERS,9,_Acer saccharum_
175,CHR/80_CHR_62_Nexus 5_20170906_105412_15.jpg,CHR,2,_Quercus rubra_
5819,BOJ/22_BOJ_76_Nexus 5_20170608_094815_24.jpg,BOJ,0,_Betula alleghaniensis_
15097,PIB/339_PIB_99_Nexus 5_20170615_133040_14.jpg,PIB,17,_Pinus strobus_
8592,BOP/465_BOP_55_GalaxyS5_20170607_140839_24.jpg,BOP,1,_Betula papyrifera_
14625,ERS/234_ERS_72_Nexus 5_20170804_095901_15.jpg,ERS,9,_Acer saccharum_
18142,EPR/539_EPR_83_GalaxyS7_20170607_153519_30.jpg,EPR,6,_Picea rubens_
7059,PRU/397_PRU_77_Nexus 5_20170906_091738_12.jpg,PRU,20,_Tsuga canadensis_
6997,PRU/391_PRU_126_Nexus 5_20170906_091033_6.jpg,PRU,20,_Tsuga canadensis_
4270,FRA/245_FRA_94_Nexus 5_20170804_095304_14.jpg,FRA,10,_Fraxinus americana_
12998,ERS/581_ERS_114_GalaxyS7_20170920_164602_24.jpg,ERS,9,_Acer saccharum_
2309,CHR/65_CHR_150_Nexus 5_20170906_100148_3.jpg,CHR,2,_Quercus rubra_
19090,HEG/273_HEG_105_GalaxyS7_20170607_155920_10.jpg,HEG,11,_Fagus grandifolia_
21778,MEL/810_MEL_159_GalaxyS5_20170706_102041_18.jpg,MEL,12,_Larix laricina_
15715,PIB/966_PIB_87_GalaxyS5_20170615_130937_17.jpg,PIB,17,_Pinus strobus_
10858,ERR/543_ERR_25_GalaxyS7_20170922_122524_2.jpg,ERR,8,_Acer rubrum_
7999,OSV/899_OSV_77_GalaxyS5_20170713_122353_24.jpg,OSV,14,_Ostrya virginiana_
9163,BOP/472_BOP_48_GalaxyS7_20170607_153902_4.jpg,BOP,1,_Betula papyrifera_
20695,EPO/134_EPO_102_Nexus 5_20170921_152527_17.jpg,EPO,5,_Picea abies_
4180,FRA/254_FRA_96_Nexus 5_20170804_101745_4.jpg,FRA,10,_Fraxinus americana_
8053,OSV/888_OSV_105_GalaxyS5_20170713_104958_29.jpg,OSV,14,_Ostrya virginiana_
16902,PET/949_PET_74_GalaxyS5_20170712_114133_9.jpg,PET,16,_Populus tremuloides_
2910,PIR/352_PIR_97_Nexus 5_20170817_100053_14.jpg,PIR,19,_Pinus resinosa_
13737,ERS/769_ERS_79_GalaxyS5_20170615_103437_6.jpg,ERS,9,_Acer saccharum_
22714,MEL/842_MEL_75_GalaxyS5_20170706_111314_23.jpg,MEL,12,_Larix laricina_
4482,FRA/265_FRA_67_Nexus 5_20170804_103254_10.jpg,FRA,10,_Fraxinus americana_
4996,SAB/997_SAB_82_GalaxyS5_20170622_101639_11.jpg,SAB,21,_Abies balsamea_
2055,CHR/485_CHR_175_GalaxyS7_20170916_150927_28.jpg,CHR,2,_Quercus rubra_
43,CHR/497_CHR_119_GalaxyS7_20170916_155349_28.jpg,CHR,2,_Quercus rubra_
11680,ERR/568_ERR_117_GalaxyS5_20170607_141032_31.jpg,ERR,8,_Acer rubrum_
15575,PIB/327_PIB_89_Nexus 5_20170615_124707_19.jpg,PIB,17,_Pinus strobus_
18819,HEG/795_HEG_59_GalaxyS5_20170615_103006_3.jpg,HEG,11,_Fagus grandifolia_
6370,BOJ/461_BOJ_53_GalaxyS5_20170607_145406_21.jpg,BOJ,0,_Betula alleghaniensis_
9078,BOP/667_BOP_58_GalaxyS5_20170712_111547_9.jpg,BOP,1,_Betula papyrifera_
5691,SAB/422_SAB_61_Nexus 5_20170615_132233_9.jpg,SAB,21,_Abies balsamea_
4396,FRA/602_FRA_59_GalaxyS7_20170607_144456_7.jpg,FRA,10,_Fraxinus americana_
14260,ERS/593_ERS_94_GalaxyS7_20170920_171950_16.jpg,ERS,9,_Acer saccharum_
9626,BOP/469_BOP_75_GalaxyS7_20170607_150200_34.jpg,BOP,1,_Betula papyrifera_
17284,EPN/728_EPN_89_GalaxyS5_20170622_112256_4.jpg,EPN,4,_Picea mariana_
6551,BOJ/23_BOJ_76_Nexus 5_20170615_121741_2.jpg,BOJ,0,_Betula alleghaniensis_
21034,THO/437_THO_120_Nexus 5_20170810_101611_3.jpg,THO,22,_Thuja occidentalis_
6310,BOJ/464_BOJ_66_GalaxyS5_20170607_154710_7.jpg,BOJ,0,_Betula alleghaniensis_
12981,ERS/226_ERS_136_Nexus 5_20170804_093649_7.jpg,ERS,9,_Acer saccharum_
5688,SAB/1000_SAB_72_GalaxyS5_20170622_102700_9.jpg,SAB,21,_Abies balsamea_
1947,CHR/532_CHR_95_GalaxyS7_20170607_145740_17.jpg,CHR,2,_Quercus rubra_
23403,MEL/866_MEL_70_GalaxyS5_20170706_120304_5.jpg,MEL,12,_Larix laricina_
13547,ERS/217_ERS_77_Nexus 5_20170804_092142_12.jpg,ERS,9,_Acer saccharum_
7226,PRU/376_PRU_160_Nexus 5_20170607_155642_10.jpg,PRU,20,_Tsuga canadensis_
3579,FRA/793_FRA_88_GalaxyS5_20170713_114530_21.jpg,FRA,10,_Fraxinus americana_
51,CHR/676_CHR_134_GalaxyS5_20170615_115642_6.jpg,CHR,2,_Quercus rubra_
14404,ERS/215_ERS_101_Nexus 5_20170804_091555_11.jpg,ERS,9,_Acer saccharum_
14629,ERS/596_ERS_214_GalaxyS7_20170607_135637_15.jpg,ERS,9,_Acer saccharum_
4841,SAB/423_SAB_47_Nexus 5_20170615_132503_9.jpg,SAB,21,_Abies balsamea_
7681,PRU/380_PRU_50_Nexus 5_20170608_092530_27.jpg,PRU,20,_Tsuga canadensis_
1470,CHR/483_CHR_69_GalaxyS7_20170916_145136_8.jpg,CHR,2,_Quercus rubra_
22983,MEL/834_MEL_75_GalaxyS5_20170706_110022_3.jpg,MEL,12,_Larix laricina_
8295,OSV/303_OSV_61_Nexus 5_20170804_101215_14.jpg,OSV,14,_Ostrya virginiana_
20254,EPO/748_EPO_123_GalaxyS5_20170615_102003_22.jpg,EPO,5,_Picea abies_
3129,PIR/631_PIR_72_GalaxyS7_20170607_142802_17.jpg,PIR,19,_Pinus resinosa_
4469,FRA/244_FRA_114_Nexus 5_20170804_095128_5.jpg,FRA,10,_Fraxinus americana_
4929,SAB/987_SAB_80_GalaxyS5_20170622_091212_4.jpg,SAB,21,_Abies balsamea_
11396,ERR/757_ERR_130_GalaxyS5_20170615_105629_5.jpg,ERR,8,_Acer rubrum_
16137,PET/933_PET_86_GalaxyS5_20170712_111132_8.jpg,PET,16,_Populus tremuloides_
17840,EPN/738_EPN_73_GalaxyS5_20170622_115614_7.jpg,EPN,4,_Picea mariana_
20039,EPO/131_EPO_90_Nexus 5_20170921_152211_5.jpg,EPO,5,_Picea abies_
15354,PIB/320_PIB_86_Nexus 5_20170615_123507_10.jpg,PIB,17,_Pinus strobus_
8805,BOP/470_BOP_63_GalaxyS5_20170607_153229_47.jpg,BOP,1,_Betula papyrifera_
18114,EPR/535_EPR_60_GalaxyS5_20170607_143651_26.jpg,EPR,6,_Picea rubens_
3415,FRA/263_FRA_87_Nexus 5_20170804_103129_2.jpg,FRA,10,_Fraxinus americana_
17499,EPN/697_EPN_110_GalaxyS5_20170622_100619_12.jpg,EPN,4,_Picea mariana_
6324,BOJ/659_BOJ_42_GalaxyS5_20170622_114545_9.jpg,BOJ,0,_Betula alleghaniensis_
9939,EPB/689_EPB_67_GalaxyS5_20170712_122809_14.jpg,EPB,3,_Picea glauca_
8246,OSV/892_OSV_83_GalaxyS5_20170713_113851_6.jpg,OSV,14,_Ostrya virginiana_
1831,CHR/531_CHR_111_GalaxyS7_20170607_144710_6.jpg,CHR,2,_Quercus rubra_
6333,BOJ/659_BOJ_42_GalaxyS5_20170622_114545_4.jpg,BOJ,0,_Betula alleghaniensis_
1965,CHR/65_CHR_150_Nexus 5_20170906_100148_10.jpg,CHR,2,_Quercus rubra_
8133,OSV/895_OSV_58_GalaxyS5_20170713_115259_13.jpg,OSV,14,_Ostrya virginiana_
17183,EPN/701_EPN_105_GalaxyS5_20170622_101302_7.jpg,EPN,4,_Picea mariana_
4912,SAB/980_SAB_56_GalaxyS5_20170615_105130_32.jpg,SAB,21,_Abies balsamea_
1182,CHR/476_CHR_142_GalaxyS7_20170916_142204_32.jpg,CHR,2,_Quercus rubra_
18148,EPR/189_EPR_121_Nexus 5_20170615_135955_14.jpg,EPR,6,_Picea rubens_
13889,ERS/590_ERS_76_GalaxyS7_20170920_171021_12.jpg,ERS,9,_Acer saccharum_
15442,PIB/318_PIB_100_Nexus 5_20170615_122658_23.jpg,PIB,17,_Pinus strobus_
6572,BOJ/639_BOJ_80_GalaxyS5_20170615_103720_2.jpg,BOJ,0,_Betula alleghaniensis_
14258,ERS/782_ERS_82_GalaxyS5_20170713_104548_16.jpg,ERS,9,_Acer saccharum_
1688,CHR/490_CHR_111_GalaxyS7_20170916_153259_25.jpg,CHR,2,_Quercus rubra_
7652,PRU/391_PRU_126_Nexus 5_20170906_091033_18.jpg,PRU,20,_Tsuga canadensis_
21549,THO/447_THO_75_Nexus 5_20170810_103325_3.jpg,THO,22,_Thuja occidentalis_
9363,BOP/664_BOP_61_GalaxyS5_20170615_114448_23.jpg,BOP,1,_Betula papyrifera_
14860,PEG/906_PEG_55_GalaxyS5_20170713_112557_13.jpg,PEG,15,_Populus grandidentata_
11644,ERR/570_ERR_112_GalaxyS7_20170607_151437_3.jpg,ERR,8,_Acer rubrum_
1149,CHR/476_CHR_142_GalaxyS7_20170916_142204_24.jpg,CHR,2,_Quercus rubra_
3670,FRA/271_FRA_87_Nexus 5_20170906_105532_8.jpg,FRA,10,_Fraxinus americana_
12293,ORA/302_ORA_325_Nexus 5_20170810_124200_13.jpg,ORA,13,_Ulmus americana_
21674,MEL/848_MEL_99_GalaxyS5_20170706_112635_26.jpg,MEL,12,_Larix laricina_
4212,FRA/600_FRA_95_GalaxyS7_20170607_140457_19.jpg,FRA,10,_Fraxinus americana_
16934,PET/947_PET_63_GalaxyS5_20170712_113639_9.jpg,PET,16,_Populus tremuloides_
5555,SAB/413_SAB_63_Nexus 5_20170608_094021_13.jpg,SAB,21,_Abies balsamea_
8913,BOP/39_BOP_79_Nexus 5_20170906_105806_9.jpg,BOP,1,_Betula papyrifera_
6526,BOJ/644_BOJ_117_GalaxyS5_20170615_111904_2.jpg,BOJ,0,_Betula alleghaniensis_
21885,MEL/810_MEL_159_GalaxyS5_20170706_102041_21.jpg,MEL,12,_Larix laricina_
10387,EPB/687_EPB_50_GalaxyS5_20170712_122637_13.jpg,EPB,3,_Picea glauca_
1381,CHR/517_CHR_29_GalaxyS7_20170916_175329_9.jpg,CHR,2,_Quercus rubra_
6968,BOJ/644_BOJ_117_GalaxyS5_20170615_111904_25.jpg,BOJ,0,_Betula alleghaniensis_
6325,BOJ/463_BOJ_56_GalaxyS5_20170607_154320_5.jpg,BOJ,0,_Betula alleghaniensis_
6225,BOJ/643_BOJ_79_GalaxyS5_20170615_111711_8.jpg,BOJ,0,_Betula alleghaniensis_
22276,MEL/832_MEL_78_GalaxyS5_20170706_105615_10.jpg,MEL,12,_Larix laricina_
16253,PET/921_PET_106_GalaxyS5_20170712_104504_17.jpg,PET,16,_Populus tremuloides_
3310,PIR/351_PIR_101_Nexus 5_20170817_095927_3.jpg,PIR,19,_Pinus resinosa_
8172,OSV/303_OSV_61_Nexus 5_20170804_101215_7.jpg,OSV,14,_Ostrya virginiana_
16351,PET/918_PET_114_GalaxyS5_20170712_104053_6.jpg,PET,16,_Populus tremuloides_
13805,ERS/576_ERS_97_GalaxyS7_20170920_162942_2.jpg,ERS,9,_Acer saccharum_
16095,PET/923_PET_119_GalaxyS5_20170712_104822_2.jpg,PET,16,_Populus tremuloides_
13943,ERS/579_ERS_107_GalaxyS7_20170920_163900_11.jpg,ERS,9,_Acer saccharum_
2888,PIR/631_PIR_72_GalaxyS5_20170607_142930_23.jpg,PIR,19,_Pinus resinosa_
9956,EPB/93_EPB_63_Nexus 5_20170817_111408_4.jpg,EPB,3,_Picea glauca_
9477,BOP/470_BOP_63_GalaxyS7_20170607_153015_43.jpg,BOP,1,_Betula papyrifera_
4604,FRA/789_FRA_91_GalaxyS5_20170713_101322_14.jpg,FRA,10,_Fraxinus americana_
16876,PET/928_PET_69_GalaxyS5_20170712_110018_7.jpg,PET,16,_Populus tremuloides_
14118,ERS/595_ERS_97_GalaxyS7_20170607_135406_36.jpg,ERS,9,_Acer saccharum_
20470,EPO/137_EPO_102_Nexus 5_20170921_153657_6.jpg,EPO,5,_Picea abies_
10751,ERR/764_ERR_61_GalaxyS5_20170615_112758_2.jpg,ERR,8,_Acer rubrum_
20928,THO/637_THO_93_GalaxyS7_20170607_141643_53.jpg,THO,22,_Thuja occidentalis_
11336,ERR/551_ERR_71_GalaxyS7_20170922_124512_22.jpg,ERR,8,_Acer rubrum_
6122,BOJ/655_BOJ_41_GalaxyS5_20170622_103738_21.jpg,BOJ,0,_Betula alleghaniensis_
6165,BOJ/460_BOJ_89_GalaxyS7_20170607_144926_35.jpg,BOJ,0,_Betula alleghaniensis_
14017,ERS/595_ERS_97_GalaxyS7_20170607_135406_37.jpg,ERS,9,_Acer saccharum_
22689,MEL/865_MEL_74_GalaxyS5_20170706_120130_5.jpg,MEL,12,_Larix laricina_
17531,EPN/702_EPN_86_GalaxyS5_20170622_101416_25.jpg,EPN,4,_Picea mariana_
4760,FRA/601_FRA_142_GalaxyS5_20170607_144221_2.jpg,FRA,10,_Fraxinus americana_
1807,CHR/41_CHR_83_GalaxyS5_20170607_134920_40.jpg,CHR,2,_Quercus rubra_
5613,SAB/996_SAB_46_GalaxyS5_20170622_092958_18.jpg,SAB,21,_Abies balsamea_
11012,ERR/558_ERR_91_GalaxyS7_20170922_130120_29.jpg,ERR,8,_Acer rubrum_
13045,ERS/216_ERS_62_Nexus 5_20170804_091912_4.jpg,ERS,9,_Acer saccharum_
13398,ERS/589_ERS_28_GalaxyS7_20170920_170726_5.jpg,ERS,9,_Acer saccharum_
2183,CHR/477_CHR_152_GalaxyS7_20170916_142426_20.jpg,CHR,2,_Quercus rubra_
22005,MEL/847_MEL_86_GalaxyS5_20170706_112438_5.jpg,MEL,12,_Larix laricina_
11821,ERR/573_ERR_39_GalaxyS5_20170607_152857_3.jpg,ERR,8,_Acer rubrum_
5832,BOJ/659_BOJ_42_GalaxyS5_20170622_114545_18.jpg,BOJ,0,_Betula alleghaniensis_
21818,MEL/853_MEL_90_GalaxyS5_20170706_113635_24.jpg,MEL,12,_Larix laricina_
4138,FRA/603_FRA_80_GalaxyS7_20170607_150023_20.jpg,FRA,10,_Fraxinus americana_
12471,ORA/300_ORA_200_Nexus 5_20170810_120545_23.jpg,ORA,13,_Ulmus americana_
18754,HEG/276_HEG_53_Nexus 5_20170608_091620_2.jpg,HEG,11,_Fagus grandifolia_
8129,OSV/903_OSV_52_GalaxyS5_20170713_122945_20.jpg,OSV,14,_Ostrya virginiana_
1740,CHR/487_CHR_61_GalaxyS7_20170916_152534_11.jpg,CHR,2,_Quercus rubra_
12221,ORA/299_ORA_167_Nexus 5_20170810_115838_9.jpg,ORA,13,_Ulmus americana_
19767,EPO/153_EPO_86_Nexus 5_20170921_155056_12.jpg,EPO,5,_Picea abies_
19434,HEG/286_HEG_86_Nexus 5_20170906_104018_15.jpg,HEG,11,_Fagus grandifolia_
11902,ERR/568_ERR_117_GalaxyS5_20170607_141032_27.jpg,ERR,8,_Acer rubrum_
22473,MEL/849_MEL_109_GalaxyS5_20170706_112816_5.jpg,MEL,12,_Larix laricina_
21338,THO/638_THO_63_GalaxyS5_20170607_154049_13.jpg,THO,22,_Thuja occidentalis_
241,CHR/66_CHR_153_Nexus 5_20170906_100243_12.jpg,CHR,2,_Quercus rubra_
20200,EPO/162_EPO_59_Nexus 5_20170922_100940_12.jpg,EPO,5,_Picea abies_
4949,SAB/989_SAB_70_GalaxyS5_20170622_091418_11.jpg,SAB,21,_Abies balsamea_
9732,BOP/465_BOP_55_GalaxyS7_20170607_140838_20.jpg,BOP,1,_Betula papyrifera_
15115,PIB/335_PIB_59_GalaxyS5_20170615_131855_7.jpg,PIB,17,_Pinus strobus_
15143,PIB/968_PIB_95_GalaxyS5_20170615_131355_20.jpg,PIB,17,_Pinus strobus_
18858,HEG/621_HEG_86_GalaxyS7_20170916_171622_9.jpg,HEG,11,_Fagus grandifolia_
9111,BOP/32_BOP_65_Nexus 5_20170608_090244_13.jpg,BOP,1,_Betula papyrifera_
8050,OSV/888_OSV_105_GalaxyS5_20170713_104958_15.jpg,OSV,14,_Ostrya virginiana_
9591,BOP/666_BOP_68_GalaxyS5_20170712_111247_20.jpg,BOP,1,_Betula papyrifera_
1754,CHR/530_CHR_75_GalaxyS7_20170607_135958_19.jpg,CHR,2,_Quercus rubra_
12734,ORA/292_ORA_83_Nexus 5_20170810_105522_7.jpg,ORA,13,_Ulmus americana_
2863,PIR/360_PIR_103_Nexus 5_20170817_111914_3.jpg,PIR,19,_Pinus resinosa_
15231,PIB/323_PIB_130_Nexus 5_20170615_124026_12.jpg,PIB,17,_Pinus strobus_
11064,ERR/573_ERR_39_GalaxyS5_20170607_152857_29.jpg,ERR,8,_Acer rubrum_
19550,EPO/143_EPO_117_Nexus 5_20170921_154207_9.jpg,EPO,5,_Picea abies_
1751,CHR/530_CHR_75_GalaxyS7_20170607_135958_25.jpg,CHR,2,_Quercus rubra_
16814,PET/945_PET_83_GalaxyS5_20170712_113104_7.jpg,PET,16,_Populus tremuloides_
16838,PET/941_PET_69_GalaxyS5_20170712_112615_6.jpg,PET,16,_Populus tremuloides_
5378,SAB/422_SAB_61_Nexus 5_20170615_132233_35.jpg,SAB,21,_Abies balsamea_
6520,BOJ/661_BOJ_121_GalaxyS5_20170712_105300_16.jpg,BOJ,0,_Betula alleghaniensis_
19069,HEG/799_HEG_37_GalaxyS5_20170713_102147_5.jpg,HEG,11,_Fagus grandifolia_
4750,FRA/599_FRA_121_GalaxyS5_20170607_140207_48.jpg,FRA,10,_Fraxinus americana_
10257,EPB/101_EPB_72_Nexus 5_20170817_112857_9.jpg,EPB,3,_Picea glauca_
3446,FRA/599_FRA_121_GalaxyS5_20170607_140207_47.jpg,FRA,10,_Fraxinus americana_
10054,EPB/91_EPB_75_Nexus 5_20170817_111233_2.jpg,EPB,3,_Picea glauca_
18549,EPR/189_EPR_121_Nexus 5_20170615_135955_5.jpg,EPR,6,_Picea rubens_
1478,CHR/506_CHR_58_GalaxyS7_20170916_162610_22.jpg,CHR,2,_Quercus rubra_
16636,PET/930_PET_95_GalaxyS5_20170712_110255_4.jpg,PET,16,_Populus tremuloides_
7286,PRU/398_PRU_59_Nexus 5_20170906_091845_8.jpg,PRU,20,_Tsuga canadensis_
4596,FRA/791_FRA_124_GalaxyS5_20170713_103241_10.jpg,FRA,10,_Fraxinus americana_
18066,EPR/754_EPR_89_GalaxyS5_20170615_133508_23.jpg,EPR,6,_Picea rubens_
21920,MEL/876_MEL_134_GalaxyS5_20170706_122009_8.jpg,MEL,12,_Larix laricina_
361,CHR/477_CHR_152_GalaxyS7_20170916_142426_12.jpg,CHR,2,_Quercus rubra_
21606,THO/636_THO_80_GalaxyS5_20170607_141304_24.jpg,THO,22,_Thuja occidentalis_
21151,THO/440_THO_107_Nexus 5_20170810_102001_11.jpg,THO,22,_Thuja occidentalis_
6634,BOJ/653_BOJ_86_GalaxyS5_20170622_103015_9.jpg,BOJ,0,_Betula alleghaniensis_
20681,EPO/113_EPO_190_Nexus 5_20170817_120336_9.jpg,EPO,5,_Picea abies_
14005,ERS/209_ERS_76_Nexus 5_20170608_090608_5.jpg,ERS,9,_Acer saccharum_
9744,BOP/468_BOP_60_GalaxyS7_20170607_145530_23.jpg,BOP,1,_Betula papyrifera_
22712,MEL/816_MEL_70_GalaxyS5_20170706_102913_2.jpg,MEL,12,_Larix laricina_
21672,MEL/863_MEL_120_GalaxyS5_20170706_115814_6.jpg,MEL,12,_Larix laricina_
22185,MEL/815_MEL_61_GalaxyS5_20170706_102726_28.jpg,MEL,12,_Larix laricina_
10121,EPB/105_EPB_83_Nexus 5_20170817_113209_3.jpg,EPB,3,_Picea glauca_
7765,PRU/973_PRU_133_GalaxyS5_20170615_104429_29.jpg,PRU,20,_Tsuga canadensis_
6971,PRU/384_PRU_71_Nexus 5_20170608_095217_16.jpg,PRU,20,_Tsuga canadensis_
6378,BOJ/25_BOJ_85_Nexus 5_20170615_135223_36.jpg,BOJ,0,_Betula alleghaniensis_
1342,CHR/54_CHR_77_Nexus 5_20170906_093431_10.jpg,CHR,2,_Quercus rubra_
18408,EPR/536_EPR_42_GalaxyS5_20170607_143836_33.jpg,EPR,6,_Picea rubens_
11438,ERR/197_ERR_72_Nexus 5_20170804_111431_3.jpg,ERR,8,_Acer rubrum_
5113,SAB/988_SAB_74_GalaxyS5_20170622_091314_9.jpg,SAB,21,_Abies balsamea_
6319,BOJ/461_BOJ_53_GalaxyS7_20170607_145206_17.jpg,BOJ,0,_Betula alleghaniensis_
3153,PIR/631_PIR_72_GalaxyS5_20170607_142930_13.jpg,PIR,19,_Pinus resinosa_
358,CHR/484_CHR_201_GalaxyS7_20170916_150524_32.jpg,CHR,2,_Quercus rubra_
22286,MEL/868_MEL_100_GalaxyS5_20170706_120558_15.jpg,MEL,12,_Larix laricina_
15656,PIB/327_PIB_89_Nexus 5_20170615_124707_24.jpg,PIB,17,_Pinus strobus_
7823,PRU/375_PRU_79_Nexus 5_20170607_155452_18.jpg,PRU,20,_Tsuga canadensis_
19185,HEG/803_HEG_68_GalaxyS5_20170713_111813_11.jpg,HEG,11,_Fagus grandifolia_
1790,CHR/75_CHR_110_Nexus 5_20170906_101014_5.jpg,CHR,2,_Quercus rubra_
18538,EPR/537_EPR_58_GalaxyS5_20170607_145641_2.jpg,EPR,6,_Picea rubens_
20722,EPO/144_EPO_77_Nexus 5_20170921_154303_5.jpg,EPO,5,_Picea abies_
18665,EPR/177_EPR_87_Nexus 5_20170608_102305_3.jpg,EPR,6,_Picea rubens_
2619,CHR/492_CHR_241_GalaxyS7_20170916_154101_11.jpg,CHR,2,_Quercus rubra_
22706,MEL/806_MEL_85_GalaxyS5_20170622_093218_13.jpg,MEL,12,_Larix laricina_
3356,FRA/608_FRA_49_GalaxyS5_20170607_152502_35.jpg,FRA,10,_Fraxinus americana_
917,CHR/75_CHR_110_Nexus 5_20170906_101014_9.jpg,CHR,2,_Quercus rubra_
4092,FRA/606_FRA_145_GalaxyS7_20170607_151641_9.jpg,FRA,10,_Fraxinus americana_
11640,ERR/558_ERR_91_GalaxyS7_20170922_130120_6.jpg,ERR,8,_Acer rubrum_
7520,PRU/391_PRU_126_Nexus 5_20170906_091033_22.jpg,PRU,20,_Tsuga canadensis_
19543,EPO/143_EPO_117_Nexus 5_20170921_154207_8.jpg,EPO,5,_Picea abies_
14638,ERS/235_ERS_93_Nexus 5_20170804_100225_7.jpg,ERS,9,_Acer saccharum_
17353,EPN/700_EPN_69_GalaxyS5_20170622_101037_43.jpg,EPN,4,_Picea mariana_
13281,ERS/772_ERS_117_GalaxyS5_20170615_113648_11.jpg,ERS,9,_Acer saccharum_
2600,CHR/531_CHR_111_GalaxyS5_20170607_144448_19.jpg,CHR,2,_Quercus rubra_
20556,EPO/154_EPO_54_Nexus 5_20170922_095448_6.jpg,EPO,5,_Picea abies_
11567,ERR/571_ERR_93_GalaxyS5_20170607_152230_12.jpg,ERR,8,_Acer rubrum_
17172,EPN/723_EPN_73_GalaxyS5_20170622_111138_18.jpg,EPN,4,_Picea mariana_
8948,BOP/467_BOP_65_GalaxyS7_20170607_144221_6.jpg,BOP,1,_Betula papyrifera_
22491,MEL/869_MEL_149_GalaxyS5_20170706_120738_20.jpg,MEL,12,_Larix laricina_
12066,ERR/546_ERR_33_GalaxyS7_20170922_123251_6.jpg,ERR,8,_Acer rubrum_
10881,ERR/553_ERR_117_GalaxyS7_20170922_125011_15.jpg,ERR,8,_Acer rubrum_
18285,EPR/179_EPR_69_Nexus 5_20170608_102515_14.jpg,EPR,6,_Picea rubens_
18803,HEG/796_HEG_93_GalaxyS5_20170615_103227_28.jpg,HEG,11,_Fagus grandifolia_
6331,BOJ/640_BOJ_84_GalaxyS5_20170615_104556_3.jpg,BOJ,0,_Betula alleghaniensis_
4139,FRA/610_FRA_53_GalaxyS5_20170607_155105_8.jpg,FRA,10,_Fraxinus americana_
